fileNumber,reportDate,crimeType,neighborhoodName,location,latitude,longitude
2018-01395,2018-03-06T11:32:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01405,2018-03-06T15:03:00Z,Accident,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-01415,2018-03-06T21:58:00Z,Drugs,Cambridgeport,"BROOKLINE ST & MASSACHUSETTS AVE, Cambridge, MA",42.501671,-83.17252
2018-01416,2018-03-06T22:45:00Z,Larceny from Building,Cambridgeport,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2018-01417,2018-03-07T01:01:00Z,Threats,North Cambridge,"400 RINDGE AVE, Cambridge, MA",42.393076,-71.13989
2018-01428,2018-03-07T13:44:00Z,Aggravated Assault,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01433,2018-03-07T15:45:00Z,Mal. Dest. Property,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-01458,2018-03-08T15:38:00Z,Admin Error,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2018-01484,2018-03-09T16:49:00Z,Simple Assault,East Cambridge,"200 SPRING ST, Cambridge, MA",42.369631,-71.087034
2018-01829,2018-03-25T16:39:00Z,Housebreak,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2018-01838,2018-03-26T07:52:00Z,Accident,Highlands,"BLANCHARD RD & CONCORD AVE, Cambridge, MA",45.473777,-62.485492
2018-01842,2018-03-26T10:53:00Z,Larceny from Building,West Cambridge,"0 GARDEN ST, Cambridge, MA",42.375693,-71.120854
2018-01843,2018-03-26T10:32:00Z,Larceny from Building,East Cambridge,"100 FIRST ST, Cambridge, MA",42.368429,-71.076454
2018-01845,2018-03-26T11:25:00Z,Housebreak,West Cambridge,"0 Hawthorne St, Cambridge, MA",42.365248,-71.105015
2018-01847,2018-03-26T13:12:00Z,Housebreak,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2018-01857,2018-03-26T19:24:00Z,Phone Calls,Highlands,"100 FAWCETT ST, Cambridge, MA",42.392884,-71.146214
2018-01864,2018-03-27T08:06:00Z,Auto Theft,East Cambridge,"100 FULKERSON ST, Cambridge, MA",42.369369,-71.087316
2018-01871,2018-03-27T11:26:00Z,Warrant Arrest,North Cambridge,"0 JACKSON PL, Cambridge, MA",42.393103,-71.134848
2018-01872,2018-03-27T11:53:00Z,Simple Assault,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-01873,2018-03-27T12:22:00Z,Suspicious Package,Mid-Cambridge,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2018-01878,2018-03-27T13:44:00Z,Larceny from MV,West Cambridge,"0 SPARKS ST, Cambridge, MA",42.374885,-71.130358
2018-01879,2018-03-27T14:51:00Z,Larceny from Person,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01883,2018-03-27T16:34:00Z,Harassment,North Cambridge,"0 GEORGE ST, Cambridge, MA",42.396339,-71.133737
2018-01884,2018-03-27T17:23:00Z,Trespassing,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01911,2018-03-28T20:37:00Z,Drugs,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2018-01919,2018-03-29T10:41:00Z,Hit and Run,East Cambridge,"700 CAMBRIDGE ST, Cambridge, MA",42.371898,-71.088337
2018-01938,2018-03-30T00:18:00Z,Simple Assault,Cambridgeport,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2018-01939,2018-03-30T00:39:00Z,Larceny from Person,Cambridgeport,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2018-01945,2018-03-30T08:54:00Z,Flim Flam,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-01960,2018-03-30T15:03:00Z,Simple Assault,East Cambridge,"BINNEY ST & FULKERSON ST, Cambridge, MA",44.642059,-63.589065
2018-01965,2018-03-30T15:43:00Z,Flim Flam,North Cambridge,"100 MONTGOMERY ST, Cambridge, MA",42.396195,-71.133507
2018-01041,2018-02-18T11:10:00Z,Larceny from Person,Area 4,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2018-01065,2018-02-19T18:38:00Z,Housebreak,Riverside,"0 FLAGG ST, Cambridge, MA",42.367536,-71.11376
2018-01068,2018-02-19T22:11:00Z,Shoplifting,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01072,2018-02-20T12:14:00Z,Threats,Peabody,"MARTIN ST & MASSACHUSETTS AVE, Cambridge, MA",47.358474,-68.231715
2018-01080,2018-02-20T17:30:00Z,Warrant Arrest,Area 4,"100 BISHOP ALLEN DR, Cambridge, MA",42.366152,-71.103244
2018-01087,2018-02-20T19:04:00Z,Shoplifting,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-01090,2018-02-20T21:50:00Z,Mal. Dest. Property,North Cambridge,"0 BLAKE ST, Cambridge, MA",42.391223,-71.121481
2018-01103,2018-02-21T14:46:00Z,Harassment,Cambridgeport,"0 CHESTNUT ST, Cambridge, MA",42.355377,-71.107002
2018-01114,2018-02-21T21:19:00Z,Larceny from MV,Inman/Harrington,"Warren St & Cambridge St, Cambridge, MA",43.578482,-80.218656
2018-01116,2018-02-21T21:32:00Z,Warrant Arrest,Area 4,"DOUGLASS ST & MASSACHUSETTS AVE, Cambridge, MA",51.487901,-107.050921
2018-01117,2018-02-22T07:20:00Z,Larceny from MV,Riverside,"Banks St & Akron St, Cambridge, MA",43.14392,-80.286908
2018-01118,2018-02-22T07:49:00Z,Housebreak,Riverside,"100 BANKS ST, Cambridge, MA",42.368163,-71.114475
2018-01124,2018-02-22T11:37:00Z,Flim Flam,Riverside,"0 WESTERN AVE, Cambridge, MA",42.365017,-71.1053
2018-01126,2018-02-22T12:50:00Z,OUI,Mid-Cambridge,"MASSACHUSETTS AVE & PEABODY ST, Cambridge, MA",44.663074,-63.611624
2018-01142,2018-02-23T07:01:00Z,Simple Assault,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01152,2018-02-23T14:11:00Z,Flim Flam,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01155,2018-02-23T15:31:00Z,Aggravated Assault,Riverside,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-01156,2018-02-23T15:45:00Z,Larceny from Building,North Cambridge,"2100 Massachusetts Ave, Cambridge, MA",42.391478,-71.123919
2018-01167,2018-02-23T20:09:00Z,Larceny of Services,Area 4,"100 COLUMBIA ST, Cambridge, MA",42.365806,-71.098324
2018-01168,2018-02-23T20:37:00Z,Hit and Run,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",42.356813,-71.114147
2018-01170,2018-02-24T00:53:00Z,Larceny from Building,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01173,2018-02-24T07:38:00Z,Hit and Run,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",42.374023,-71.104673
2018-01179,2018-02-24T18:16:00Z,Larceny of Bicycle,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01184,2018-02-24T20:31:00Z,Larceny from Person,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-01198,2018-02-25T14:47:00Z,Hit and Run,Area 4,"700 MASSACHUSETTS AVE, Cambridge, MA",42.365753,-71.104773
2018-01210,2018-02-26T15:22:00Z,Flim Flam,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",42.363332,-71.103527
2018-01229,2018-02-27T14:05:00Z,Larceny from Residence,Area 4,"200 WINDSOR ST, Cambridge, MA",42.366125,-71.09558
2018-01231,2018-02-27T14:59:00Z,Simple Assault,Mid-Cambridge,"0 HARVARD YARD, Cambridge, MA",42.365248,-71.105015
2018-01232,2018-02-27T14:23:00Z,Shoplifting,Peabody,"1700 MASSACHUSETTS AVE, Cambridge, MA",42.383213,-71.119862
2018-01233,2018-02-27T15:17:00Z,Forgery,West Cambridge,"0 BROWN ST, Cambridge, MA",42.376832,-71.128293
2018-01234,2018-02-27T15:58:00Z,Larceny (Misc),Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",42.356813,-71.114147
2018-01241,2018-02-27T18:15:00Z,Larceny from Person,Area 4,"400 MASSACHUSETTS AVE, Cambridge, MA",42.363043,-71.100514
2018-01242,2018-02-27T18:22:00Z,Larceny from Person,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-01245,2018-02-27T20:43:00Z,Hit and Run,Cambridgeport,"0 Pearl St, Cambridge, MA",42.364293,-71.102734
2018-01970,2018-03-30T20:56:00Z,Simple Assault,Strawberry Hill,"0 CORCORAN LN, Cambridge, MA",42.376171,-71.153621
2018-01972,2018-03-30T22:27:00Z,Aggravated Assault,Strawberry Hill,"700 HURON AVE, Cambridge, MA",42.380789,-71.154799
2018-01990,2018-04-01T02:11:00Z,Counterfeiting,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-02004,2018-04-02T08:50:00Z,Larceny from MV,East Cambridge,"100 GORE ST, Cambridge, MA",42.371876,-71.082323
2018-02011,2018-04-02T12:34:00Z,Missing Person,North Cambridge,"100 JACKSON CIR, Cambridge, MA",42.391658,-71.13536
2018-02012,2018-04-02T12:26:00Z,Housebreak,East Cambridge,"300 HURLEY ST, Cambridge, MA",42.368529,-71.083991
2018-02018,2018-04-02T15:54:00Z,Arson,East Cambridge,"200 SPRING ST, Cambridge, MA",42.369631,-71.087034
2018-02020,2018-04-02T16:33:00Z,Larceny from Residence,East Cambridge,"200 OTIS ST, Cambridge, MA",42.371158,-71.08742
2018-02032,2018-04-03T10:41:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-02034,2018-04-03T10:42:00Z,Larceny from Building,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-02039,2018-04-03T14:19:00Z,Threats,East Cambridge,"200 BENT ST, Cambridge, MA",42.367081,-71.083584
2018-02068,2018-04-04T15:21:00Z,Harassment,Highlands,"0 SMITH PL, Cambridge, MA",42.3907,-71.15056
2018-02081,2018-04-04T20:00:00Z,Aggravated Assault,East Cambridge,"CHARLES ST & SCIARAPPA ST, Cambridge, MA",26.694329,-80.063818
2018-02092,2018-04-05T11:02:00Z,Threats,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01518,2018-03-11T12:46:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01522,2018-03-11T15:20:00Z,Trespassing,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2018-01524,2018-03-11T18:24:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01539,2018-03-12T19:29:00Z,Housebreak,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2018-01561,2018-03-14T09:05:00Z,Mal. Dest. Property,Cambridgeport,"300 GREEN ST, Cambridge, MA",42.364994,-71.104952
2018-01577,2018-03-14T15:35:00Z,Mal. Dest. Property,Strawberry Hill,"100 LAWN ST, Cambridge, MA",42.378054,-71.15512
2018-01585,2018-03-14T19:48:00Z,Housebreak,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2018-01592,2018-03-15T08:10:00Z,Warrant Arrest,East Cambridge,"100 Sixth St, Cambridge, MA",42.368217,-71.085398
2018-01597,2018-03-15T12:27:00Z,Warrant Arrest,East Cambridge,"100 Sixth St, Cambridge, MA",42.368217,-71.085398
2018-01599,2018-03-15T13:18:00Z,Mal. Dest. Property,Cambridgeport,"400 MASSACHUSETTS AVE, Cambridge, MA",42.363043,-71.100514
2018-01604,2018-03-15T15:41:00Z,Missing Person,North Cambridge,"100 JACKSON CIR, Cambridge, MA",42.391658,-71.13536
2018-01613,2018-03-15T23:09:00Z,Mal. Dest. Property,Cambridgeport,"700 Massachusetts Ave, Cambridge, MA",42.365753,-71.104773
2018-01625,2018-03-16T15:24:00Z,Suspicious Package,Cambridgeport,"300 GREEN ST, Cambridge, MA",42.364994,-71.104952
2018-01629,2018-03-16T17:16:00Z,Forgery,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2018-01649,2018-03-17T18:57:00Z,Hit and Run,Cambridgeport,"BISHOP ALLEN DR & NORFOLK ST, Cambridge, MA",42.364078,-71.099327
2018-01669,2018-03-18T19:54:00Z,Simple Assault,Cambridgeport,"400 MASSACHUSETTS AVE, Cambridge, MA",42.363043,-71.100514
2018-01681,2018-03-19T11:04:00Z,Phone Calls,Highlands,"800 CONCORD AVE, Cambridge, MA",42.390621,-71.156249
2018-01682,2018-03-19T12:01:00Z,Hit and Run,West Cambridge,"0 GARDEN ST, Cambridge, MA",42.375693,-71.120854
2018-01686,2018-03-19T13:15:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01710,2018-03-20T13:54:00Z,Missing Person,North Cambridge,"0 JACKSON PL, Cambridge, MA",42.393103,-71.134848
2018-01712,2018-03-20T14:15:00Z,Larceny from Residence,Highlands,"0 WILSON RD, Cambridge, MA",42.392368,-71.150118
2018-01085,2018-02-20T19:19:00Z,Forgery,West Cambridge,"100 Fresh Pond Pky, Cambridge, MA",42.379602,-71.144684
2018-01093,2018-02-21T01:48:00Z,Larceny of Bicycle,East Cambridge,"0 BROADWAY, Cambridge, MA",42.361989,-71.083618
2018-01096,2018-02-21T09:31:00Z,Forgery,Cambridgeport,"100 CROSS ST, Cambridge, MA",42.360799,-71.098565
2018-01097,2018-02-21T10:05:00Z,Larceny from MV,North Cambridge,"0 CHURCHILL AVE, Cambridge, MA",42.400015,-71.132786
2018-01100,2018-02-21T13:52:00Z,Flim Flam,East Cambridge,"0 MUSEUM WAY, Cambridge, MA",42.370227,-71.07127
2018-01102,2018-02-21T15:36:00Z,Accident,Inman/Harrington,"CAMBRIDGE ST & PROSPECT ST, Cambridge, MA",44.786488,-79.922467
2018-01104,2018-02-21T14:43:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01106,2018-02-21T16:26:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01109,2018-02-21T17:27:00Z,Larceny from Building,East Cambridge,"500 KENDALL ST, Cambridge, MA",42.363887,-71.081383
2018-01110,2018-02-21T18:37:00Z,Larceny of Bicycle,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",42.373126,-71.097391
2018-01120,2018-02-22T09:36:00Z,Mal. Dest. Property,West Cambridge,"500 CONCORD AVE, Cambridge, MA",42.386806,-71.141632
2018-01129,2018-02-22T13:55:00Z,Auto Theft,Inman/Harrington,"300 WEBSTER AVE, Cambridge, MA",42.373796,-71.094784
2018-01146,2018-02-23T09:45:00Z,Accident,Inman/Harrington,"CAMBRIDGE ST & SPRINGFIELD ST, Cambridge, MA",44.786488,-79.922467
2018-01151,2018-02-23T12:18:00Z,Accident,Mid-Cambridge,"BROADWAY & MAPLE AVE, Cambridge, MA",38.611638,-78.794953
2018-01154,2018-02-23T15:13:00Z,Indecent Exposure,North Cambridge,"CHURCHILL AVE & MASSACHUSETTS AVE, Cambridge, MA",43.651931,-79.423152
2018-01164,2018-02-23T19:07:00Z,Larceny from Building,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01165,2018-02-23T18:59:00Z,Admin Error,Peabody,"LINNAEAN ST & MASSACHUSETTS AVE, Cambridge, MA",42.383477,-71.123609
2018-01180,2018-02-24T18:44:00Z,Hit and Run,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01182,2018-02-24T18:32:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01190,2018-02-25T07:58:00Z,Mal. Dest. Property,Riverside,"PUTNAM AVE & Mount Auburn St, Cambridge, MA",27.055008,-82.203529
2018-01192,2018-02-25T09:37:00Z,Larceny from Residence,Inman/Harrington,"200 ELM ST, Cambridge, MA",42.371513,-71.096066
2018-01195,2018-02-25T12:02:00Z,Mal. Dest. Property,East Cambridge,"0 LAND BLVD, Cambridge, MA",42.368846,-71.073159
2018-01199,2018-02-25T14:55:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01217,2018-02-26T20:18:00Z,Larceny from Residence,Riverside,"500 GREEN ST, Cambridge, MA",42.367202,-71.108934
2018-01224,2018-02-27T10:11:00Z,Warrant Arrest,Inman/Harrington,"CAMBRIDGE ST & OAKLAND ST, Cambridge, MA",44.786488,-79.922467
2018-01226,2018-02-27T12:36:00Z,Flim Flam,East Cambridge,"200 MONSIGNOR OBRIEN HWY, Cambridge, MA",42.372146,-71.079356
2018-01230,2018-02-27T14:00:00Z,Larceny from Residence,North Cambridge,"0 Alewife Brook Pky, Cambridge, MA",42.400933,-71.135718
2018-01235,2018-02-27T16:11:00Z,Larceny from Residence,Cambridgeport,"200 BROOKLINE ST, Cambridge, MA",42.358994,-71.106018
2018-01243,2018-02-27T19:32:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01247,2018-02-27T21:29:00Z,Larceny from Building,Riverside,"0 WESTERN AVE, Cambridge, MA",42.365017,-71.1053
2018-01267,2018-02-28T13:57:00Z,Simple Assault,Cambridgeport,"0 PEARL ST, Cambridge, MA",42.364293,-71.102734
2018-01272,2018-02-28T15:19:00Z,Aggravated Assault,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",42.363332,-71.103527
2018-01275,2018-02-28T18:15:00Z,Simple Assault,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01276,2018-02-28T19:33:00Z,Larceny of Bicycle,Inman/Harrington,"100 MARNEY ST, Cambridge, MA",42.370281,-71.090143
2018-01281,2018-02-28T21:25:00Z,Threats,Cambridgeport,"300 MASSACHUSETTS AVE, Cambridge, MA",42.361983,-71.098506
2018-01293,2018-03-01T11:18:00Z,Forgery,West Cambridge,"200 Mount Auburn St, Cambridge, MA",42.374418,-71.12923
2018-01294,2018-03-01T12:15:00Z,Hit and Run,Peabody,"0 LINNAEAN ST, Cambridge, MA",42.384548,-71.119893
2018-01298,2018-03-01T15:13:00Z,Mal. Dest. Property,Inman/Harrington,"400 EVERETEZE WAY, Cambridge, MA",42.373931,-71.09259
2018-01314,2018-03-02T05:09:00Z,Simple Assault,Cambridgeport,"0 SIDNEY ST, Cambridge, MA",42.363129,-71.099309
2018-01316,2018-03-02T07:49:00Z,Hit and Run,Peabody,"1700 MASSACHUSETTS AVE, Cambridge, MA",42.383213,-71.119862
2018-01318,2018-03-02T09:30:00Z,Accident,West Cambridge,"Mount Auburn St & SPARKS ST, Cambridge, MA",36.267164,-115.218716
2018-01331,2018-03-02T18:52:00Z,Accident,Riverside,"GREEN ST & WESTERN AVE, Cambridge, MA",54.316124,-130.313042
2018-01342,2018-03-03T13:43:00Z,Shoplifting,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-01347,2018-03-03T19:39:00Z,Larceny from Building,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-01355,2018-03-04T12:43:00Z,Forgery,Peabody,"0 AVON ST, Cambridge, MA",42.381924,-71.122162
2018-01824,2018-03-25T13:11:00Z,Larceny from Residence,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",42.363332,-71.103527
2018-01832,2018-03-25T20:38:00Z,Larceny from Residence,Mid-Cambridge,"0 Temple St, Cambridge, MA",42.366219,-71.104109
2018-01840,2018-03-26T09:40:00Z,Simple Assault,Mid-Cambridge,"CAMBRIDGE ST & QUINCY ST, Cambridge, MA",44.786488,-79.922467
2018-01846,2018-03-26T13:35:00Z,Harassment,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-01867,2018-03-27T08:20:00Z,Larceny from Building,Riverside,"0 BLACKSTONE ST, Cambridge, MA",42.362477,-71.114712
2018-01880,2018-03-27T14:48:00Z,Hit and Run,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-01885,2018-03-27T18:18:00Z,Larceny of Bicycle,Mid-Cambridge,"0 HARVARD YARD, Cambridge, MA",42.365248,-71.105015
2018-01888,2018-03-27T19:52:00Z,Housebreak,Riverside,"100 RIVER ST, Cambridge, MA",42.364043,-71.107771
2018-01893,2018-03-28T09:28:00Z,Larceny from Building,Inman/Harrington,"0 ROOSEVELT TOWERS, Cambridge, MA",42.372969,-71.09223
2018-01896,2018-03-28T10:44:00Z,Mal. Dest. Property,Riverside,"100 WESTERN AVE, Cambridge, MA",42.364894,-71.107541
2018-01905,2018-03-28T14:48:00Z,Forgery,Agassiz,"0 Everett St, Cambridge, MA",42.379775,-71.119401
2018-01930,2018-03-29T18:04:00Z,Shoplifting,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-01256,2018-02-28T09:43:00Z,Suspicious Package,East Cambridge,"BROADWAY & MAIN ST, Cambridge, MA",38.611638,-78.794953
2018-01259,2018-02-28T10:44:00Z,Suspicious Package,Agassiz,"1800 MASSACHUSETTS AVE, Cambridge, MA",42.386578,-71.119476
2018-01283,2018-02-28T20:28:00Z,Drugs,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01292,2018-03-01T11:07:00Z,Forgery,Inman/Harrington,"0 HARWELL DR, Cambridge, MA",42.371726,-71.093811
2018-01296,2018-03-01T13:34:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01360,2018-03-04T16:33:00Z,Larceny from Building,East Cambridge,"200 FIRST ST, Cambridge, MA",42.364459,-71.078244
2018-01361,2018-03-04T17:38:00Z,Mal. Dest. Property,West Cambridge,"300 Fresh Pond Pky, Cambridge, MA",42.384785,-71.141773
2018-01362,2018-03-04T18:30:00Z,Admin Error,Area 4,"HARVARD ST & PORTLAND ST, Cambridge, MA",55.745505,-97.832438
2018-01370,2018-03-05T12:09:00Z,Flim Flam,Riverside,"900 MASSACHUSETTS AVE, Cambridge, MA",42.368014,-71.108641
2018-01373,2018-03-05T14:29:00Z,Mal. Dest. Property,Cambridgeport,"BROOKLINE ST & Massachusetts Ave, Cambridge, MA",42.501671,-83.17252
2018-01379,2018-03-05T16:49:00Z,Larceny from Building,Cambridgeport,"200 ALBANY ST, Cambridge, MA",42.359022,-71.099573
2018-01387,2018-03-05T20:15:00Z,Hit and Run,Peabody,"0 AGASSIZ ST, Cambridge, MA",42.385085,-71.121508
2018-01393,2018-03-06T10:08:00Z,Hit and Run,North Cambridge,"MASSACHUSETTS AVE & PORTER RD, Cambridge, MA",44.663074,-63.611624
2018-01396,2018-03-06T11:55:00Z,Larceny from MV,Inman/Harrington,"300 WEBSTER AVE, Cambridge, MA",42.373796,-71.094784
2018-01398,2018-03-06T12:13:00Z,Threats,Inman/Harrington,"300 WEBSTER AVE, Cambridge, MA",42.373796,-71.094784
2018-01422,2018-03-07T10:29:00Z,Embezzlement,East Cambridge,"0 Cambridge Pky, Cambridge, MA",42.362764,-71.078247
2018-01432,2018-03-07T12:49:00Z,Housebreak,North Cambridge,"100 CHURCHILL AVE, Cambridge, MA",42.400696,-71.131913
2018-01434,2018-03-05T12:35:00Z,Drugs,East Cambridge,"400 THIRD ST, Cambridge, MA",42.362912,-71.083895
2018-01439,2018-03-07T20:13:00Z,Simple Assault,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01447,2018-03-08T09:43:00Z,Admin Error,West Cambridge,"200 VASSAL LN, Cambridge, MA",42.383902,-71.140449
2018-01449,2018-03-08T10:09:00Z,Harassment,Area 4,"0 MARKET ST, Cambridge, MA",42.366566,-71.093752
2018-01450,2018-03-08T08:39:00Z,Threats,North Cambridge,"100 RINDGE AVE, Cambridge, MA",42.394295,-71.144999
2018-01490,2018-03-09T18:22:00Z,Hit and Run,Inman/Harrington,"CAMBRIDGE ST & TREMONT ST, Cambridge, MA",44.786488,-79.922467
2018-01497,2018-03-10T05:22:00Z,Larceny from Residence,East Cambridge,"400 THIRD ST, Cambridge, MA",42.362912,-71.083895
2018-01498,2018-03-10T06:55:00Z,Hit and Run,MIT,"100 BROADWAY, Cambridge, MA",42.361164,-71.082192
2018-01505,2018-03-10T16:33:00Z,Larceny from Residence,Area 4,"300 WINDSOR ST, Cambridge, MA",42.367938,-71.094882
2018-01548,2018-03-13T11:16:00Z,Larceny from MV,Riverside,"300 FRANKLIN ST, Cambridge, MA",42.364913,-71.106252
2018-01302,2018-03-01T15:34:00Z,Housebreak,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",42.369909,-71.074178
2018-01304,2018-03-01T16:16:00Z,Forgery,East Cambridge,"0 WATER ST, Cambridge, MA",42.372632,-71.078123
2018-01309,2018-03-01T18:33:00Z,Forgery,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-01317,2018-03-02T09:01:00Z,Larceny from MV,Agassiz,"100 PRENTISS ST, Cambridge, MA",42.384267,-71.114583
2018-01319,2018-03-02T10:33:00Z,Forgery,MIT,"400 MEMORIAL DR, Cambridge, MA",42.356266,-71.096874
